,name,category,project,guest,bedroom,bathroom,price,discounted,normal price,province,state,country
539,★ JOEY HOUSE 301 ★ Cozy Apartment 150m to BEACH,Service Apartment,None,2,1,1,16,1,20,Sơn Trà,Đà Nẵng,Vietnam
540,"Deluxe Twin room, Balcony, River view",Villa,None,2,1,1,41,0,Invalid,Hội An,Quảng Nam,Vietnam
541,Nắng Homestay Vũng Tàu 2,Condominium,Vũng Tàu Melody,8,2,1,24,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
542,AmiHome - luxury studio in Hanoi Vinhomes Ocean Park,Studio Apartment,None,4,1,1,25,0,Invalid,Gia Lâm,Hà Nội,Vietnam
543,Joo House lucky 1,Studio Apartment,None,2,20,20,24,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
544,Đêm Qua Em Ngủ Có Ngon Không? - Whole house,Entire House,None,11,4,4,78,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
545,TONY APARTMENT *65m2*Luxury*New*Balcony*Beach* 2A,Service Apartment,None,3,1,1,18,1,25,Sơn Trà,Đà Nẵng,Vietnam
546,Villa De Campagne Hội An - Nguyên căn,Villa,None,20,6,6,283,0,Invalid,Hội An,Quảng Nam,Vietnam
547,Chil Apartment 2BR APT*City View in Dalat Center #902,Condominium,None,6,2,2,63,1,78,Đà Lạt,Lâm Đồng,Vietnam
548,Jav 1-2,Entire House,None,3,1,1,14,0,Invalid,Cái Răng,Cần Thơ,Vietnam
549,Nam house Đà Lạt center ,Condominium,None,6,2,2,77,1,96,Đà Lạt,Lâm Đồng,Vietnam
550,Căn hộ Vinhomes Royal city,Condominium,None,4,2,2,57,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
551,BlaBla Homestay 2,Other,None,4,1,2,10,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
552,Times City Bayhomes Serviced  Apartment 1 Bedroom Deluxe,Condominium,None,3,1,1,43,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
553,Nhà Của Min - Homestay Vũng Tàu,Condominium,Vũng Tàu Melody,8,2,2,22,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
554,Luxury LaRomance Studio with sea view - Căn hộ sang trọng LaRomance hướng biển,Studio Apartment,Seaview Chí Linh,4,1,1,34,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
555,"1 BR Modern style Apartment in Vinhomes Central Park, next to Landmark 81",Condominium,None,3,1,1,52,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
556,Holiday Republic Saigon Airport,Condominium,None,2,1,1,48,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
557,LUXURY APARTMENT - JUST 50 meters from LANDMARK 81,Service Apartment,None,6,2,0,59,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
558,Book Room,Other,None,2,1,1,19,1,20,Hoàn Kiếm,Hà Nội,Vietnam
559,Your best Sky Center apartment near airport,Condominium,Sky Center,3,1,1,28,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
560,Ceramic - Vie De Maison,Other,None,2,1,1,13,1,14,Ba Đình,Hà Nội,Vietnam
561,"Super Central, Elevator, Balcony & Rooftop 401",Service Apartment,None,2,1,1,24,1,43,Hoàn Kiếm,Hà Nội,Vietnam
562,"✦Premium 4BR✦Vinhomes Central Park Sai Gon River - Green View, Free Cleaning [Lux Saigon]",Service Apartment,None,10,4,3,139,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
563,King's Aprt in Xuan Dieu near West Lake,Studio Apartment,None,2,1,1,31,0,Invalid,Tây Hồ,Hà Nội,Vietnam
564,999 Condotel - Căn hộ nhìn ra biển,Service Apartment,None,6,2,2,33,1,43,Nha Trang,Khánh Hòa,Vietnam
565,(A1) Căn hộ homestay 3 phòng ngủ Melody Bãi Sau Vũng Tàu ,Condominium,Vũng Tàu Melody,10,3,2,31,1,39,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
566,Vung Tau Milan Homestay 5 - Melody Luxury Appartment,Condominium,Vũng Tàu Melody,12,2,2,23,1,26,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
567,A-Homes D'Capitale Luxury Apartment 2.1,Condominium,None,4,2,1,40,1,50,Cầu Giấy,Hà Nội,Vietnam
568,Green Bay Premium,Condominium,None,5,2,2,35,1,39,Hạ Long,Quảng Ninh,Vietnam
569,Brand New Spacious Apt with City View,Service Apartment,None,2,1,1,25,1,50,Cầu Giấy,Hà Nội,Vietnam
570,Tea Room,Other,None,2,1,1,20,1,21,Hoàn Kiếm,Hà Nội,Vietnam
571,Lê Uyên Homestay - Single Room,Service Apartment,None,8,1,1,48,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
572,"Bonhomie- Hygge Apartment 3 bedrooms, 5mins to Hoan Kiem",Other,None,6,3,1,48,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
573,Clara Retro,Condominium,None,2,1,1,48,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
574,Apartment * 2bedrooms * 2 bathrooms @ Park Hill-Times City,Service Apartment,None,6,2,2,65,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
575,AimeeHomestay#2 - Phan Bội Châu/ Self check-in,Studio Apartment,None,2,1,1,16,1,17,Hoàn Kiếm,Hà Nội,Vietnam
576,DaLAF House,Entire House,None,15,4,4,65,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
577,C1003 - 2BR apartment at Imperia Garden - Modern and ergonomic design,Condominium,None,4,2,2,54,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
578,Thoc Ecopark Blue home 0916,Condominium,None,4,2,1,27,1,30,Văn Giang,Hưng Yên,Vietnam
579,AimeeHomestay#3 - Phan Bội Châu/ Self check-in,Studio Apartment,None,2,1,1,14,1,15,Hoàn Kiếm,Hà Nội,Vietnam
580,TIME CITY APARTMENT,Condominium,None,2,1,1,46,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
581,MOON Westlake Serviced Apartment - Căn hộ 1 phòng ngủ view Hồ,Service Apartment,None,2,1,1,50,1,59,Tây Hồ,Hà Nội,Vietnam
582,Private Room with Garden View,Entire House,None,3,1,1,40,0,Invalid,Tây Ninh,Tây Ninh,Vietnam
583,Tuti Downtown Tạ Hiện,Condominium,None,7,2,2,55,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
584,F5 saigon - Big Studio,Studio Apartment,None,3,1,1,43,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
585,Vinhomes Royal City **2br spacious#cozy @PP,Condominium,None,4,2,2,59,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
586,BEAN'S HOUSE - CENTRAL APARTMENT 5 MINS TO DRAGON BRIDGE,Condominium,None,4,1,1,44,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
587,★Japanese Style ★ Studio with King-bed★,None,None,2,1,1,52,0,Invalid,Ba Đình,Hà Nội,Vietnam
588,Jun's House,Entire House,None,10,5,4,67,1,74,Đà Lạt,Lâm Đồng,Vietnam
589,MANGO’S HOUSE – Serviced Apartment 95m2 near Vung Tau Beach,Condominium,None,10,2,2,39,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
590,Royal St Hanoi Apartment,Condominium,None,3,1,1,59,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
591,Luxury Apartment Sunshine Riverside Tay Ho,Condominium,None,4,2,2,50,0,Invalid,Tây Hồ,Hà Nội,Vietnam
592,"Newest Super Central, Elevator,Private Balcony 401",Service Apartment,None,2,1,1,29,1,52,Hoàn Kiếm,Hà Nội,Vietnam
593,Vinhomes Metropolis 1 BR Apt^^Spacious#City view @PPLus,Condominium,None,2,1,1,59,0,Invalid,Ba Đình,Hà Nội,Vietnam
594,ANDY'S HOUSE - Phòng Giường King với vườn mini ( Double room with mini garden),Other,None,2,1,1,34,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
595,Blanket Room,Other,None,2,1,1,19,1,20,Hoàn Kiếm,Hà Nội,Vietnam
596,Thoc Ecopark Blue home 0918 ,Condominium,None,3,2,1,27,1,30,Văn Giang,Hưng Yên,Vietnam
597,AnNam Villa - Anamur - 1 bedroom,Condominium,None,2,1,1,52,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
598,The March House 3,Condominium,None,4,2,2,57,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
599,❤[BAYHOMES]/ VINHOMES TIMES CITY/1BR/HANOI CENTRE,Condominium,None,4,1,1,48,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
600,999 Condotel - 2BR Apartment,Service Apartment,None,6,2,2,24,1,33,Nha Trang,Khánh Hòa,Vietnam
601,Nice nature light full furnited apartment,Condominium,None,4,2,2,52,0,Invalid,Nhà Bè,Hồ Chí Minh,Vietnam
602,Monarchy,Condominium,None,8,2,2,48,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
603,Sky Home near airport,Condominium,Sky Center,3,1,1,28,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
604,[ Kimi's ] Vinhomes Landmark 1BR - Simple is the best,Service Apartment,None,3,1,1,57,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
605,(B4) Căn hộ homestay 2 phòng ngủ Melody Bãi Sau Vũng Tàu ,Condominium,Vũng Tàu Melody,4,2,1,17,1,22,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
606,Michelle's Sunshine - 5 Days Stay w/ Free Airport Transfer,Studio Apartment,None,2,1,1,33,1,39,Hai Bà Trưng,Hà Nội,Vietnam
607,Moutain Side Homestay and Cafe,Service Apartment,None,2,1,1,48,0,Invalid,Hoa Lư,Ninh Bình,Vietnam
608,Little Flower Homestay_Dorm 08Bed,Villa,None,8,1,1,46,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
609,"Cozy House 49 - Deluxe Double or Twin Room, Balcony - nearby Pink Church",Service Apartment,None,2,1,1,16,1,33,Quận 1,Hồ Chí Minh,Vietnam
610,The March House 4 - căn hộ xinh tại Times City Hà Nội,Condominium,None,4,2,2,52,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
611,SAIGON BY NIGHT LUXURY STAY,Studio Apartment,None,3,1,1,52,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
612,"Căn hộ Vinhomes 1 phòng ngủ phong cách bán cổ điển,khu Landmark 81, đầy đủ tiện nghi với bồn tắm nằm",Condominium,None,3,1,1,44,1,52,Bình Thạnh,Hồ Chí Minh,Vietnam
613,Ellogia Rusta - Double or Twin Room with inside Balcony in the old quarter,Entire House,None,2,1,1,41,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
614,XOÀI XANH - CĂN HỘ 01 PHÒNG NGỦ - BAN CÔNG RỘNG - ĐẸP,Service Apartment,None,8,1,1,31,1,37,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
615,Premier Room Next to Hoang Van Thu Park - HO 1331,Condominium,None,2,1,1,18,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
616,WOOD HOUSE GARDEN HOMESTAY- SHARE BED FOR GROUP 6 PERSONS ***,Other,None,6,1,2,39,1,46,Bảo Lộc,Lâm Đồng,Vietnam
617,Lavita Garden - Phòng Deluxe 2 view sân vườn 4 khách ,Villa,None,5,1,1,41,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
618,KIM NGÂN PHAT HOMESTAY,Condominium,None,6,2,2,41,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
619,Staycious Home 1C *Near Ben Thanh Market*,Entire House,None,2,1,1,15,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
620,Tomorrow Homestay Melody Luxury,Condominium,Vũng Tàu Melody,12,2,2,23,1,24,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
621,VINHOMES SKYLAKE S2/CENTER/2BR @ BAYHOMES,Service Apartment,None,4,2,2,59,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
622,"Namto house city 3, đưa đón sân bay miễn phí, gần sông Hàn ",Service Apartment,None,4,2,1,43,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
623,Homestay - Ly Chinh Thang - District 3 - @HCMC,Studio Apartment,None,2,1,1,22,0,Invalid,Quận 3,Hồ Chí Minh,Vietnam
624,[Lily Home] Căn 1 ngủ tầng 3,Service Apartment,None,4,1,1,52,0,Invalid,Tây Hồ,Hà Nội,Vietnam
625,"Namto house city 2, đưa đón sân bay miễn phí, gần sông Hàn ",Entire House,None,4,2,2,52,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
626,SAN HOUSE B - NEAR DRAGON BRIDGE - FREE AIRPORT PICKUP,Service Apartment,None,6,2,2,50,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
627,"203AN - Homestay An's House cạnh Cầu Rồng, cầu Tình yêu, Chợ đêm - View ban công dễ thương",Other,None,4,1,1,9,1,11,Sơn Trà,Đà Nẵng,Vietnam
628,Thanh-Home⭐Studio❤️Old quarter⭐5 minutes to Hoàn Kiếm❤️Netflix⭐Wifi free,Entire House,None,3,1,1,13,1,26,Hoàn Kiếm,Hà Nội,Vietnam
629,Dream Arpatment*WelcomeToSunny House*BeautyQuiet,Condominium,None,2,1,1,45,0,Invalid,Ba Đình,Hà Nội,Vietnam
630,Greenland Apartment B,Service Apartment,None,8,2,1,48,0,Invalid,Đống Đa,Hà Nội,Vietnam
631,"The Bloom❀サビアパート❀Studio (Free Breakfast, Gym, Jacuzzi)",Service Apartment,None,2,1,1,43,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
632,TROPICAL HOUSE*BRIGHT YELLOW*NICE BALCONY*FREEPOOL 3R4,Service Apartment,None,3,1,1,25,1,46,Sơn Trà,Đà Nẵng,Vietnam
633,Phố Xanh Presedent,Service Apartment,None,3,1,1,41,0,Invalid,Hải An,Hải Phòng,Vietnam
634,Stylish Modern 3BR Apartment @ My Dinh,Condominium,None,6,3,2,52,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
635,Little Flower Homestay_Chocolate,Villa,None,4,1,1,52,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
636,CityHomes ⭐️ Vinhomes Metropolis 2 Phòng Ngủ Cao Cấp,Condominium,None,4,2,2,82,0,Invalid,Ba Đình,Hà Nội,Vietnam
637,Phơri's House Bamboo Forest - FAMILY ROOM,Entire House,None,4,1,2,36,1,56,Sa Pa,Lào Cai,Vietnam
638,"201AN - Homestay An's House cạnh Cầu Rồng, cầu Tình yêu, Chợ đêm - Phòng đơn rộng, dễ thương",Other,None,3,1,1,9,1,11,Sơn Trà,Đà Nẵng,Vietnam
639,Muong Thanh Apartment Sea View,Service Apartment,None,6,2,2,48,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
640,Bí Đỏ Homestay - Phòng Dorm 12 người đến 20 người.,Entire House,None,12,1,1,42,0,Invalid,Tuy Hòa,Phú Yên,Vietnam
641,TOM ROOM ,Other,None,2,1,1,18,1,18,Hoàn Kiếm,Hà Nội,Vietnam
642,Sunshine,Condominium,None,2,1,1,46,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
643,PNP Apartment - Magnolia,Condominium,None,3,1,1,53,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
644,TROPICAL HOUSE*CHARMING BLUE 1BR APT*PREE POOL 3R5,Service Apartment,None,3,1,1,23,1,41,Sơn Trà,Đà Nẵng,Vietnam
645,Splendid Seaview Nha Trang,Condominium,None,5,2,1,48,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
646,Hanoi Westlake Stunning View Apartment #2,Condominium,None,2,1,1,41,0,Invalid,Tây Hồ,Hà Nội,Vietnam
647,Bungalow Triple,Other,None,4,2,1,49,0,Invalid,Hoa Lư,Ninh Bình,Vietnam
648,Tam coc Valley Bungalow Family,Other,None,6,1,1,59,0,Invalid,Hoa Lư,Ninh Bình,Vietnam
649,Tamcoc Valley Bungalow Family 02,Other,None,6,1,1,59,0,Invalid,Hoa Lư,Ninh Bình,Vietnam
650,BUI HOMESTAY DONGVAN/ RUSMONG ROOM,Entire House,None,4,1,2,43,0,Invalid,Đồng Văn,Hà Giang,Vietnam
651,Charming - 1 Bedroom Apt In Vinhomes Central Park,Condominium,None,2,1,1,50,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
652,**LUXURY APARTMENT 2BR LAKE VIEW @Vinhomes Metropolis Liễu Giai,Condominium,None,6,2,2,78,0,Invalid,Ba Đình,Hà Nội,Vietnam
653,SHIN'S HIDEOUT - Lovely studio with city view,Studio Apartment,None,3,1,1,21,1,23,Bình Thạnh,Hồ Chí Minh,Vietnam
654,❈ The Bloom ❈  サービスアパート ❈ Deluxe Studio,Service Apartment,None,2,1,1,53,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
655,P9 TIME CITY APARTMENT,Condominium,None,4,2,2,57,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
656,Tan Son Nhat Sky Center,Service Apartment,None,3,1,1,33,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
657, Brika Apartment,Service Apartment,None,8,2,1,23,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
658,CITY CENTRE 03 BEDROOMS APARTMENT,Condominium,None,9,3,2,62,0,Invalid,Thanh Khê,Đà Nẵng,Vietnam
659,Family Bungalow Pool View,Villa,None,6,2,2,57,0,Invalid,Phú Quốc,Kiên Giang,Vietnam
660,"Happyhouse -Seaview, Lakeview, swimming pool",Condominium,None,7,2,2,52,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
661,THE GOLD VIEW APARMENT,Service Apartment,The Gold View,5,2,2,60,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
662,Park Hill No1 Apartment,Condominium,None,4,2,2,61,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
663,JERRY ROOM,Other,None,2,1,1,19,1,20,Hoàn Kiếm,Hà Nội,Vietnam
664,Goldentrip Homestay II,Service Apartment,None,4,1,1,26,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
665,Duli Đà Lạt Homestay,Condominium,None,6,2,1,33,1,41,Đà Lạt,Lâm Đồng,Vietnam
666,Ruby Lakeview Homestay,Entire House,None,2,1,1,18,1,20,Hoàng Mai,Hà Nội,Vietnam
667,Cozy Apartment⭐️Hanoi Center Point,Condominium,None,5,2,1,30,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
668,Amazing City view modern new apartment,Condominium,The Golden Palm ,2,1,1,59,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
669,Saigon Luxury Living,Condominium,Sky Center,6,2,2,52,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
670,★LUXURY★ - Stunning view apartment to Han river,Condominium,None,6,2,2,40,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
671,SOPHIE- GARDENIA SERVICED APARTMENT,Service Apartment,None,2,1,1,41,0,Invalid,Đống Đa,Hà Nội,Vietnam
672,"Capsule Hanoi Penthouse, view khắp Hà Nội. Gần Lăng Bác cùng các địa điểm du lịch và khu ẩm thực phố cổ Hà Nội.",Service Apartment,None,4,1,2,15,0,Invalid,Ba Đình,Hà Nội,Vietnam
673,House of Bu (Nhà của Bu),Condominium,None,12,2,2,52,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
674,Vinhomes Central Park The Landmark Serviced Apartment,Condominium,None,7,3,2,86,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
675,TAN SON NHAT AIRPORT- HOMESTAYS,Condominium,Sky Center,3,1,1,28,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
676,HomeAway 03 - Melody Vũng Tàu,Service Apartment,Vũng Tàu Melody,8,2,2,22,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
677,Thủy Tiên's House Vũng Tàu,Entire House,None,16,3,2,87,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
678,Family destination/Deluxe Villa in super central,Villa,None,15,5,5,87,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
679,"202AN - Homestay An's House cạnh Cầu Rồng, cầu Tình yêu, Chợ đêm - Phòng đơn, dễ thương",Other,None,2,1,1,9,1,11,Sơn Trà,Đà Nẵng,Vietnam
680,HomeStay Sapphire Hạ Long,Service Apartment,None,5,2,2,39,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
681,Luna Heaven Apartment,Entire House,None,8,3,2,60,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
682,1BR APART NEAR CENTER/ FREE ROOF TOP POOL + GYM,Condominium,None,2,1,1,49,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
683,"Salem House, Free airport transfer",Entire House,None,6,2,2,45,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
684,Central⭐Bright Stylish City View Condo⭐INF POOL GYM,Studio Apartment,None,3,1,1,41,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
685,"★AIRPORT STUDIO★1BR-POOL,GYM,BBQ",Studio Apartment,Orchard Garden,3,1,1,31,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
686,Staycious Home 2B *Near Ben Thanh Market*,Entire House,None,2,1,1,15,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
687,Anna house 2 - Luxury serviced apartment 3,Service Apartment,None,3,1,1,18,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
688,MARCH HOUSE NO.1 * 2 BEDROOMS * PARK HILL PREMIUM,Condominium,None,4,2,2,55,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
689,Brocade Room - Vie De Maison,Other,None,2,1,1,13,1,14,Ba Đình,Hà Nội,Vietnam
690,River Gate-3BR Gym& Pool free #HotDeal,Condominium,None,8,3,2,70,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
691,Aspen Studio Room,Studio Apartment,None,2,1,1,56,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
692,"Lily'House: Căn hộ 2PN thoáng mát, sạch sẽ, thoải mái tại Times City)",Condominium,None,5,2,2,43,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
693,Vivian's House Vinhome Dcapital 1BRL,Service Apartment,None,2,1,1,35,1,43,Cầu Giấy,Hà Nội,Vietnam
694,Homestay Hạ Long Minh Anh,Service Apartment,None,6,2,1,39,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
695,"#4ANHOUSE-GARDENIA,1BEDROOM,near Literature Temple",Condominium,None,2,1,1,41,0,Invalid,Đống Đa,Hà Nội,Vietnam
696,Ghe Homestay Ecopark,Condominium,None,6,2,1,39,0,Invalid,Văn Giang,Hưng Yên,Vietnam
697,Comfortable Basic Apt in Quiet Area near Airport,Service Apartment,None,2,1,1,25,1,50,Cầu Giấy,Hà Nội,Vietnam
698,VINHOMES TIMES CITY T11/HA NOI CENTER/1BR@BAYHOMES,Service Apartment,None,3,1,1,43,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
699,Alex's Cozy Vintage Old Quarter Home,Entire House,None,4,1,1,54,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
700,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
701,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
702,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
703,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
704,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
705,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
706,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
707,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
708,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
709,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
710,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
711,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
712,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
713,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
714,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
715,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
716,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
717,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
718,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
719,Invalid,None,None,0,0,0,0,0,Invalid,Invalid,Invalid,Invalid
720,Mai Ecolife The Hill Opera Muong Bo,Other,None,4,1,1,43,0,Invalid,Sa Pa,Lào Cai,Vietnam
721,Peaceful Apartment 2BR-Times City / Park Hill / Park Hill Premium,Condominium,None,4,2,2,57,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
722,HOMESTAY CÔ GẠO,Service Apartment,None,14,4,2,70,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
723,Ninh Binh Family Homestay & Organic Restaurant - Deluxe Family Bungalow,Villa,None,4,1,1,46,0,Invalid,Gia Viễn,Ninh Bình,Vietnam
724,"Lynn Studio_Spacious and Bright, near District 1",Condominium,None,2,1,1,39,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
725,Condo 5 sao - 3PN rộng 138m2 đầy đủ tiện nghi - Sunrise City,Condominium,Sunrise City,8,3,2,83,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
726,Ocean Vista Apartment by the beach,Service Apartment,None,4,1,1,52,0,Invalid,Phan Thiết,Bình Thuận  ,Vietnam
727,NewSquare BD/ Luxury Classy 2BR Apartment in BaDinh/ Lotte and Vincom NCT/ Coffee Shop,Service Apartment,None,6,2,2,42,0,Invalid,Ba Đình,Hà Nội,Vietnam
728,Noble Apartment_ Studio 5,Condominium,None,1,1,1,22,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
729,MIPEC RIVERSIDE DELUXE 3BR,Condominium,None,9,3,2,50,0,Invalid,Long Biên,Hà Nội,Vietnam
730,"B2102 - 3BR apartment in Imperia Garden - Luxurious, elegant and modern design",Condominium,None,6,3,2,67,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
731,"Cozy House 49 - Deluxe Triple Room, Balcony - nearby Pink Church",Service Apartment,None,3,1,1,22,1,43,Quận 1,Hồ Chí Minh,Vietnam
732,GRAND VILLA RESIDENCE Premium Apartment 196,Service Apartment,None,2,1,1,48,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
733,Brand New Modern Apt with Nice City View,Service Apartment,None,2,1,1,25,1,50,Cầu Giấy,Hà Nội,Vietnam
734,Lula ★Vintage Studio★ Perfect Getaway | Saigon Central,Condominium,None,2,1,1,20,1,28,Quận 1,Hồ Chí Minh,Vietnam
735,ADODDA - Vinhome Greenbay,Condominium,None,2,1,1,21,1,23,Nam Từ Liêm,Hà Nội,Vietnam
736,Cam Ly Homestay,Entire House,None,2,1,1,11,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
737,[Lily Home] căn 1 ngủ tầng 4,Service Apartment,None,3,1,1,52,0,Invalid,Tây Hồ,Hà Nội,Vietnam
738,Railway Apartment - 3 bed room - near by The Old Railway. 301,Service Apartment,None,8,3,2,63,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
739,Luxury Apt- 2bedroom in Vinhomes Central Park,Condominium,None,5,2,2,75,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
